Original order,Case Number,Date,Year,Country,Area,Location,Injury,Fatal (Y/N),Investigator or Source,Date_propre
1342,1936.04.08,08-Ap-1936,1936,AUSTRALIA,Queensland,Arlington Reef near Cairns,Arm severed,N,"The Argus, 4/9/1936",1936-04-08
1341,1936.03.30,30-Mar-36,1936,USA,Florida,"Miami, Miami-Date County",No injury. His hand entangled in line of hooked shark. He was pulled overboard & towed 150' PROVOKED INCIDENT,N,"NY Times, 4/1/1936, p.27, col.1",1936-03-30
1340,1936.03.22,12-Mar-36,1936,AUSTRALIA,Torres Strait,"Near Shelburne Bay, Queenland",Survived,N,"Coppleson (1958), p.244; The Argus, 4/9/1936",1936-03-22
1339,1936.03.19,19-Mar-36,1936,AUSTRALIA,Queensland,"Near Forbes Island, Barrier Reef",Right forearm lacerated,N,"G.P. Whitley, p.263; V.M. Coppleson (1958), p.244",1936-03-19
1338,1936.03.04.,04-Mar-36,1936,AUSTRALIA,Northern Territory,Between Cape Hotham & Darwin (50 miles from Darwin),"No injury to occupants, shark almost wrenched oar from aborigine",N,"G.P. Whitley, p.263; V.M. Coppleson (1958), p.186",1936-03-04
1337,1936.02.23,23-Feb-36,1936,AUSTRALIA,New South Wales,"Angourie, near Yamba",Finger bitten PROVOKED INCIDENT,N,"Coppleson (1958), p. 176; G.P. Whitley, p.263",1936-02-23
1336,1936.02.20..R,Reported 20-Feb-1936,1936,AUSTRALIA,Queensland,Brisbane River,"No injury, scull sank",N,"Nevada State Journal, 5/2/1936",
1335,1936.02.04,04-Feb-36,1936,AUSTRALIA,New South Wales,"South Steyne, Manly","FATAL, taken by shark, body not recovered. Twenty months later, in October 1937, meshing (setting anti-shark gill nets) began  at metropolitan beaches",Y,"V.M. Coppleson (1958), pp.67 & 234; A. Sharpe, p.68; A. MacCormick, p.169; J. West, ASAF",1936-02-04
1334,1936.01.22,22-Jan-36,1936,AUSTRALIA,South Australia,"West Beach, near Adelaide",FATAL,Y,"Sydney Morning Herald, 1/23/1936; V.M. Coppleson (1958), pp.107 & 240;  A. Sharpe, p.120; J. West, ASAF",1936-01-22
1333,1936.01.05,05-Jan-36,1936,AUSTRALIA,Queensland,"Main Beach, Southport",Disappeared & his torn clothing washed ashore,N,"Canberra Times, 1/7/1936; V.M. Coppleson, p.92-93",1936-01-05
1332,1936.01.00,Jan-36,1936,AUSTRALIA,New South Wales,North Bondi,"He tried to hit shark with paddle, shark bumped  ski  PROVOKED INCIDENT",N,"V.M. Coppleson (1958), p.41",1936-01-00
1331,1936.00.00,1936,1936,AUSTRALIA,Victoria,"Port Phillip Bay, Port Melbourne",FATAL,Y,"J. Green, p.33; V.M. Coppleson (1958), p.241",1936-00-00
1330,1935.12.23,23-Dec-35,1935,AUSTRALIA,Victoria,150 yards from the pier at Lorne,"Harpooned shark stove in bow (20"" x 10"" hole), boat sank PROVOKED INCIDENT",N,"V.M. Coppleson (1958), p.183",1935-12-23
1329,1935.11.13,13-Nov-35,1935,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,Back & arm gashed but survived,N,"NY Times, 11/16/1935; Sun (Sydney) 1/13/1936 (pictures of healed wounds);  V.M. Coppleson (1958), p.244",1935-11-13
1328,1935.09.21,21-Sep-35,1935,USA,North Carolina,"Browns Inlet on New River, Onslow Beach","FATAL, thigh bitten",Y," F. Schwartz, p.23; C. Creswell, GSAF",1935-09-21
1327,1935.09.04.R,Reported 04-Sep-1935,1935,PAPUA NEW GUINEA,Central Province,Hula,FATAL,Y,"Cairns Post, 9/24/1935",1935-09-04
1326,1935.08.26,26-Aug-35,1935,AUSTRALIA,Queensland,"At Flat Top, near Mackay","FATAL. His body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of Quinn",Y,"V.M. Coppleson (1958), p.22; G. P. Whitley",1935-08-26
1325,1935.08.24,24-Aug-35,1935,UNITED KINGDOM,Isle of Wight,Atherfield,"The hooked shark didn't cut his finger, he was injured by his line",N,C. Moore; Isle of Wight Press,1935-08-24
1324,1935.08.13,13-Aug-35,1935,AUSTRALIA,Torres Strait,"Near Warrior Reefs, Queensland","FATAL, right buttock & thigh bitten",Y,"J. Green, p.33; V.M. Coppleson (1958), p.243",1935-08-13
1323,1935.07.27.b,27-Jul-35,1935,USA,California,Santa Barbara Channel,"Although listed as an uprovoked fatal attack by SAF, shark bite on his ankle was post-mortem following death by drowning",Y,"N.Y. Herald Tribune, 7/28/1935; D. Miller & R. Collier",1935-07-27
1322,1935.07.27.a,27-Jul-35,1935,USA,California,Santa Barbara Channel,"Although listed as  an uprovoked fatal attack by SAF, he was killed by the explosion. The shark bites were post-mortem",Y,"N.Y. Herald Tribune, 7/28/1935; D. Miller & R. Collier",1935-07-27
1321,1935.07.05,05-Jul-35,1935,PANAMA,nc.,off Culebra,"FATAL, leg severed",Y,"New York Times, 7/6/1935",1935-07-05
1320,1935.07.01,01-Jul-35,1935,CROATIA,Adriatic Sea,"Susak / Fiume (Rijeka, Istria)",FATAL,Y,"C. Moore, GSAF",1935-07-01
1319,1935.06.18,18-Jun-35,1935,USA,New Jersey,50 miles offshore,Arm lacerated by a shark that leapt onto boat,N,"NY Times, 6/19/1935, p.21 ",1935-06-18
1318,1935.06.05.R,Reported 05-Jun-1935,1935,SOLOMON ISLANDS,Makira-Uluwa Province,Makira Island,FATAL,Y,"Sydney Mail, 6/5/1935",1935-06-05
1317,1935.06.00.b,Jun-35,1935,AUSTRALIA,South Australia,Off Port Broughton,Shark bumped dinghy twice,N,"Australian Woman's Weekly, 8/27/1938",1935-06-00
1316,1935.06.00.a,Jun-35,1935,PAPUA NEW GUINEA,Northern (Oro) Province,"Dobu Passage,  D'Entrecasteaux Islands (between Normanby & Fergusson Islands)","Samoan missionary, Filemani, caught an 8'6"" shark after it had killed 1 man & 2 boys in space of few weeks",N,"D.K. Webster, p.67",1935-06-00
1315,1935.05.19,19-May-35,1935,SOUTH AFRICA,KwaZulu-Natal,"North Pier, Durban","Foot bitten, required 1 week hospitalization PROVOKED INCIDENT",N,"M. Levine, GSAF",1935-05-19
1314,1935.05.12,12-May-35,1935,AUSTRALIA,Torres Strait,On edge of reef near Warrior Island,3 gashes on hand & wrist,N,"V.M. Coppleson (1958), pp.103 & 243",1935-05-12
1313,1935.04.25,25-Apr-35,1935,AUSTRALIA,New South Wales,Coogee,Captive shark regurgitated his arm in the Coogee Aquarium,N,"A. Sharpe, pp.28-32",1935-04-25
1312,1935.04.12.R,Reported 12-Apr-1935,1935,nc.,nc.,nc.,Laceration to left leg,N,"Port Arthur News, 4/12/1935",1935-04-12
1311,1935.04.08.R,Reported 08-Apr-1935,1935,USA,California,"Hermosa Beach, Los Angeles County",Laceration to hand,N,"Los Angeles Times, 4/8/1935 ",1935-04-08
1310,1935.03.30,30-Mar-35,1935,AUSTRALIA,Queensland,Barrier Reef off Mackay,Buttocks injured by fin or a bump,N,"G.P. Whitley citing the Sydney Morning Herald, 4/1/1935;  1951), G.P. Whitley (1951), page 192, Fide G.D. Wall, Mackay, 1946; J. Green, p.33; V.M. Coppleson (1958), pp.101 & 243",1935-03-30
1309,1935.03.25.R,Reported 25-Mar-1935,1935,SOUTH AFRICA,KwaZulu-Natal,"North Pier, Durban",Injury to foot    PROVOKED INCIDENT,N,"Natal Coast Angler, 3/25/1935",1935-03-25
1308,1935.03.20,20-Mar-35,1935,AUSTRALIA,Torres Strait,Three Mile Reef off Lizard Island 50 miles north of Cooktown,Left thigh abraded & 3 fingers lacerated,N,"Sydney Morning Herald, 3/20/1935; V.M. Coppleson (1958), pp.102 & 243",1935-03-20
1307,1935.03.13,13-Mar-35,1935,AUSTRALIA,Queensland,Pimpana River,Calf & shin bitten  PROVOKED INCIDENT,N,G.P. Whitley,1935-03-13
1306,1935.03.11,11-Mar-35,1935,AUSTRALIA,New South Wales,Newcastle,Abrasions to shins,N,"Sydney Morning Herald, 3/11/1935",1935-03-11
1305,1935.03.09,09-Mar-35,1935,AUSTRALIA,New South Wales,Maroubra Beach,"FATAL, left thigh, buttock, left forearm bitten, finger removed",Y,"V.M. Coppleson (1958), pp.65, 233 & 234; A. Sharpe, pp. 64-65,   G.P. Whitley, p.14; J. West, ASAF",1935-03-09
1304,1935.03.02,02-Mar-35,1935,AUSTRALIA,New South Wales,North Narrabeen Beach,"FATAL, thigh bitten",Y,"Amarillo Globe, 6/21/1935, p.3; V.M. Coppleson (1958), pp.66-67 & 233;  John West",1935-03-02
1303,1935.02.14,14-Feb-35,1935,AUSTRALIA,New South Wales,Austinmer,"Thigh lacerated, abrasions",N,"V.M. Coppleson (1958), pp.45 & 233",1935-02-14
1302,1935.01.24.b,24-Jan-35,1935,AUSTRALIA,New South Wales,"Off Ben Buckler, near Sydney","No injury, sleeve ripped",N,"G.P. Whitley, p.263",1935-01-24
1301,1935.01.24.a,24-Jan-35,1935,AUSTRALIA,Queensland,"Ross River, Townsville",No injury to occupants,N,"G.P. Whitley, p.263",1935-01-24
1300,1935.01.21.R,Reported 21-Jan-1935,1935,ISRAEL,Herzliyah,Sidny Ali,human remains washed ahore,Y,"C. Moore, GSAF",1935-01-21
1299,1935.01.17,17-Jan-35,1935,AUSTRALIA,Queensland,"Seaforth River, near MacKay",No injury; onlookers saw shark heading for him and lifted him ashore,N,"G.P. Whitley, p.263",1935-01-17
1298,1934.12.31.b,31-Dec-34,1934,AUSTRALIA,New South Wales,Georges River at Kentucky,Hands severed,N,"V.M. Coppleson (1958), pp.67 & 233; A. Sharpe, pp.90-91",1934-12-31
1297,1934.12.31.a,31-Dec-34,1934,AUSTRALIA,New South Wales," St. Georges River at Moorebank, near Milperra Bridge","FATAL, left leg bitten",Y,"V.M. Coppleson (1958), pp.67 & 233;  A. Sharpe, pp.89-90]",1934-12-31
1296,1934.12.23.b,23-Dec-34,1934,AUSTRALIA,New South Wales,Woy Woy  on the Brisbane Waters,FATAL,Y,"V.M. Coppleson (1958), pp.85-86 & 233; A. MacCormick, p.172",1934-12-23
1295,1934.12.23.a,23-Oct-34,1934,AUSTRALIA,New South Wales,Woy Woy on the Brisbane Waters,Leg injured,N,"J. Green, pp.10 & 33 corrects earlier accounts that gave the location as Queensland; V.M. Coppleson (1958), pp.85-86 & 233; A. MacCormick, p.172",1934-12-23
1294,1934.10.09,09-Oct-34,1934,AUSTRALIA,Northern Territory,"Redcliff, Cobourg Peninsula",FATAL,Y,"The Age, 10/27/1934;; V.M. Coppleson (1958), p.240",1934-10-09
1293,1934.10.08,08-Oct-34,1934,BERMUDA,Hamilton,Hamilton Parish,Arm bitten by hooked shark PROVOKED INCIDENT,N,"The Gleaner, 10/16/1934",1934-10-08
1292,1934.10.02,22-Oct-34,1934,AUSTRALIA,Torres Strait,Warrior Reefs,"FATAL, forearm lacerated & surgically amputated, but died of gas gangrene 13 days afterwards",Y," V.M. Coppleson (1958), pp.102-103",1934-10-02
1291,1934.09.08,08-Sep-34,1934,BERMUDA,Hamilton,Nine miles off Frasconi Flats,Right foot bitten by shark caught & taken onboard  by Mrs. Tucker North PROVOKED INCIDENT,N,"NY Times, 9/10/193, p.10",1934-09-08
1290,1934.08.27,27-Aug-34,1934,ITALY,Sicily,Catania,No injury to occupants,N,A. De Maddalena; Giudici & Fino (1989),1934-08-27
1289,1934.08.26.R,Reported 26-Aug-1934,1934,ITALY / CROATIA,nc.,Kralievica,"Reported  to be FATAL, but found to be a false report; there was no attack",N,"C. Moore  R. Roccini, GSAF; D. Baldridge, pp.15-16; A. De Maddalena; I. Fergusson (1996), L. Lipej (pers. Comm.)",1934-08-26
1288,1934.08.26,26-Aug-34,1934,AUSTRALIA,Queensland,Off Eva Island 20 miles from Cardwell,"FATAL, body was not recovered",Y,"G.P. Whitley citing Sydney Morning Herald 8/27/1934; Sunday Mail (Brisbane) 11/18/1934; G.P. Whitley, p.262; J. Green, p.33;V.M. Coppleson (1958), p.238",1934-08-26
1287,1934.08.21,21-Aug-34,1934,CROATIA,Adriatic Sea,"Susak (Rijeka, Istria)",FATAL,Y,"NY Times, 7/10/1934, p.15; V.M. Coppleson (1958), p. 266; R. Rocconi;   D. Baldridge, p.15; A. De Maddalena; Giudici & Fino (1989), De Maddalena (2000)",1934-08-21
1286,1934.08.05,05-Aug-34,1934,USA,Georgia,"Thunderbolt, Chatham County",Lacerations to right leg,N,"Cullman Democrat, 8.9/1934",1934-08-05
1285,1934.07.11,11-Jul-34,1934,AUSTRALIA,New South Wales,Cronulla,"No injury to occupants Sharks continually followed the dinghy, and one smashed its rudder",N,"G.P. Whitley, ref: Daily Telegraph, 7/11/1934 & Sydney Morning Herald  7/12/1934",1934-07-11
1284,1934.06.21,  21-Jun-1934,1934,AUSTRALIA,New South Wales,Off Mooloolabah,Hand bitten while landing shark PROVOKED INCIDENT,N,"Sydney Morning Herald, 6/23 & 6/25/1934  ",1934-06-21
1283,1934.06.20,20-Jun-34,1934,USA,Florida,"Melbourne, Brevard County",FATAL,Y,"New York Herald Tribune, 6/21/1934 ",1934-06-20
1282,1934.04.15,15-Apr-34,1934,AUSTRALIA,Queensland,"Elephant Rock, Currumbin near Southport",Leg lacerated & punctured,N,"V.M. Coppleson (1958), pp.92 & 238. Note: L. Schultz lists date as 1/15/1934 ",1934-04-15
1281,1934.04.01.c,01-Apr-34,1934,SOUTH AFRICA,KwaZulu-Natal,"Grannys Pool, Winkelspruit",FATAL,Y,"N. Doveton; M. Levine, GSAF",1934-04-01
1280,1934.04.01.b,01-Apr-34,1934,SOUTH AFRICA,KwaZulu-Natal,"Danger Pool, Winkelspruit",Right thigh lacerated,N,"A.D. McArthur, M. Levine, GSAF",1934-04-01
1279,1934.04.01.a,01-Apr-34,1934,AUSTRALIA,New South Wales,North Steyne,"FATAL, right leg lacerated",Y,"V.M. Coppleson (1958), p. 233  ",1934-04-01
1278,1934.03.12,12-Mar-34,1934,AUSTRALIA,New South Wales,"Dee Why, north of Queenscliff ","FATAL, leg & buttocks removed",Y,"V.M. Coppleson (1958), pp.66 & 232; A. Sharpe, p.67",1934-03-12
1277,1934.03.00,Mar-34,1934,AUSTRALIA,New South Wales,Cronulla,"No injury to occupants, hooked shark, snapped at rudder & then attacked boat PROVOKED INCIDENT",N,"V.M. Coppleson (1958), p.182; G.P. Whitley ",1934-03-00
1276,1934.02.24,24-Feb-34,1934,AUSTRALIA,Torres Strait,Adolphus Channel,"Lacerated knee & foot, deep puncture wounds",N,"V.M. Coppleson (1958), p.243",1934-02-24
1275,1934.02.22,22-Feb-34,1934,CHILE,Elqui Province,Coquimbo,FATAL,Y,"Los Angeles Times, 2/23/1934, p.20",1934-02-22
1274,1934.01.08.R,Reported 08-Feb-1934,1934,TURKEY,Istanbul,"Haydarpasa jetty, Istanbul",No injury,N,"C. Moore, GSAF",1934-01-08
1273,1934.01.27,27-Jan-34,1934,AUSTRALIA,New South Wales,"Lambeth Street Wharf, Georges River, East Hills (20 miles from river mouth)","Bumped, chest bitten & badly injured",N,"V.M. Coppleson (1958), pp.67 & 232; A. Sharpe, p.89; J. Borg, p.89",1934-01-27
1272,1934.01.07,07-Jan-34,1934,AUSTRALIA,New South Wales,Queenscliff,Severely lacerated  right leg.  Later surgically amputated & survived despite gas gangrene,N,"V.M. Coppleson (1958), pp.65-66 & 232; A. Sharpe, pp.66-67 ",1934-01-07
1271,1933.11.20,20-Nov-33,1933,AUSTRALIA,Torres Strait,Near Boydong Cay,"FATAL, right buttock & thigh bitten",Y,"Cairns Post, 11/29/1933",1933-11-20
1270,1933.11.18,18-Nov-33,1933,AUSTRALIA,Queensland,Near Barrow Point,"Hand badly injured, right arm surgically amputated above wrist",N,"V.M. Coppleson (1958), p.243",1933-11-18
1269,1933.10.25.R,Reported 25-Oct-1933,1933,AUSTRALIA,Queensland,Off Bloomfield River,Hand severed,N,"Courier-Mail, 10/25/1933",1933-10-25
1268,1933.09.27.R,Reported 27-Sep-1933,1933,ISRAEL,nc.,Nabi Rubin,"One man bitten on thigh, another on arm",N,"C. Moore, GSAF",1933-09-27
1267,1933.08.28.b,28-Aug-33,1933,USA,California,"Hermosa Beach, Los Angeles County",Severely lacerated arm PROVOKED INCIDENT,N,"D. Baldridge, p.90",1933-08-28
1266,1933.08.28.a,28-Aug-33,1933,USA,South Carolina,"Pawleys Island, north of Charleston",Right heel & ankle bitten,N,"E.M. Burton; V.M. Coppleson (1958), pp.153 & 253",1933-08-28
1265,1933.08.26.R,Reported 26-Aug-1933,1933,USA,Connecticut,Mystic River,Foot bitten,N,"Hartford Courant, 8/26/1933",1933-08-26
1264,1933.07.07.R,Reported 07-Jul-1933,1933,USA,California,"San Diego, San Diego County",Survived,N,"Woodland Daily Democrat, 7/7/1933",1933-07-07
1263,1933.07.03,03-Jul-33,1933,AUSTRALIA,Western Australia,Broome,"No injury, shark tore diving suit",N,"Canberra Times, 7/6/1933",1933-07-03
1262,1933.06.21,21-Jun-33,1933,USA,South Carolina,North end of Morris Island at mouth of Charleston Harbor,Right knee & left leg bitten,N,"E. M. Burton (1935); V.M. Coppleson (1958), pp.152-153 & 252; Randall in Sharks and Survival, p.350; Note: A. Resciniti lists date as 21-Jul-1933",1933-06-21
1261,1933.06.16,16-Jun-33,1933,USA,South Carolina,"Folly Island, near Charleston",Left calf bitten,N,E. M. Burton; Note: A. Resciniti lists date as 16-Jul-1933,1933-06-16
1260,1933.06.13,13-Jun-33,1933,AUSTRALIA,Northern Territory,Darwin,"No injury, ""shark chased him ashore""",N,"V.M. Coppleson (1962), p.245",1933-06-13
1259,1933.05.24,24-May-33,1933,BARBADOS,St Michael Parish,Off Pelican Island,"5 survived  & 4 perished, but shark involvement not confirmed",Y,"New York Times 5/26/1933; L. Schultz & M. Malin, p.558; SAF Case #931",1933-05-24
1258,1933.05.23,23-May-33,1933,AUSTRALIA,Queensland,Off Stradbroke Island,Laceration to lower leg by netted shark PROVOKED INCIDENT,N,"Brisbane Courier, 5/24/1933",1933-05-23
1257,1933.06.08.R,Reported 08-Jun-1933,1933,AUSTRALIA,Queensland,Currumbin,Lacerations to legs from fins of shark,N,"Townsville Daily Bulletin, 6/9/1933 ",1933-06-08
1256,1933.05.03,03-May-33,1933,CUBA,Havana Province,"Off Jaimanitas Yacht Club, Havana",FATAL,Y,"NY Times, May 4, 1933",1933-05-03
1255,1933.04.10,10-Apr-33,1933,USA,Florida,"Miami Beach, Miami-Dade County",FATAL,Y,"New York Herald Tribune, 4/12/1933",1933-04-10
1254,1933.02.26,26-Feb-33,1933,AUSTRALIA,New South Wales,Sydney,Abrasions to legs,N,"Townsville Daily Bulletin, 2/27/1933",1933-02-26
1253,1933.02.15.R,Reported 15-Feb-1933,1933,AUSTRALIA,Torres Strait,"Barrow Point, 100 miles north of Cooktown, Queensland","Injuries to arm, shoulder & chest, took 2 days to reach hospital",N,"La Crosse Tribune And Leader-Press, 5/15/1933; V.M. Coppleson.Q12. (1933); V.M. Coppleson, p.242",1933-02-15
1252,1933.02.14,14-Feb-33,1933,AUSTRALIA,South Australia,Adelaide,No injury to occupants. Shark leapt into boat during sailing races,N,"G.P. Whitley citing Sydney Morning Herald, 2/16/1933",1933-02-14
1251,1933.02.12,12-Feb-33,1933,AUSTRALIA,South Australia,"Port River, Adelaide",Forearm injured by hooked shark PROVOKED INCIDENT,N,"The Advertiser, 2/13/1933",1933-02-12
1250,1933.01.04,04-Jan-33,1933,AUSTRALIA,Queensland,"Strand Beach, Kissing Point, Townsville",Severe abdominal wounds FATAL (Note: 14 days earlier a dog was bitten in two by a large shark),Y,"V. M. Coppleson.Q11. (1933); V.M. Coppleson (1958), pp.90 & 238",1933-01-04
1249,1932.12.11.R,Reported 11-Dec-1932,1932,AUSTRALIA,Northern Territory,Arnhem Land,Leg bitten,N,"Sunday Times (Perth), 12/11/1932 ",1932-12-11
1248,1932.12.09.R,Reported 09-Dec-1932,1932,NEW ZEALAND,North Island,Mahurangi River Mouth,Laceration to hand  PROVOKED INCIDENT,N,"New Zealand Herald, 12/9/1932",1932-12-09
1247,1932.11.09,08-Nov-32,1932,CUBA,nc.,nc.,nc.,Nc.,"Barrier Miner, 11/14/1932",1932-11-09
1246,1932.10.31,31-Oct-32,1932,AUSTRALIA,New South Wales,"Redhead Beach, Newcastle","Torso bitten with pneumothorax, slight lacerations on left hand",N,"V.M. Coppleson.N19. (1933); V.M. Coppleson (1958), pp.80 & 232",1932-10-31
1245,1932.10.11,11-Oct-32,1932,CAPE VERDE,Barlavento Islands,São Vicente ,FATAL,Y,"C. Moore, GSAF",1932-10-11
1244,1932.09.26.R,Reported 26-Sep-1932,1932,FIJI,Viti Levu Island,Navua,Left arm severely bitten,N,"Queensland Times, 9/26/1932",1932-09-26
1243,1932.08.30.b,30-Aug-32,1932,AUSTRALIA,New South Wales,Bondi,Hand bitten by landed shark PROVOKED INCIDENT,N,G.P. Whitley,1932-08-30
1242,1932.08.30.a,30-Aug-32,1932,AUSTRALIA,New South Wales,Newcastle,Bitten by landed shark PROVOKED INCIDENT,N,"G.P. Whitley; J. Green, p.32",1932-08-30
1241,1932.08.10,10-Aug-32,1932,USA,New Jersey,"Offshore, between Mantoloking & Point Pleasant, Ocean County",Hooked shark gashed right leg      PROVOKED INCIDENT,N,"Lime Springs Herald, 9/22/1932; R. Heyer",1932-08-10
1240,1932.08.09,09-Aug-32,1932,AUSTRALIA,Torres Strait,nc.,Bitten on buttock & leg,N,"J. Green, p.32; V.M. Coppleson (1958), p.242",1932-08-09
1239,1932.08.06,06-Aug-32,1932,BAHAMAS,New Providence Island,Nassau,"No injury, hooked shark rammed tripod PROVOKED INCIDENT",N,"New York Times, 8/7/1932 ",1932-08-06
1238,1932.07.14.R,Reported 14-Jul-1932,1932,USA,Texas,Galveston,Body recovered  from shark but death due to shark bite was not confirmed,Y,IGFA,1932-07-14
1237,1932.07.02,02-Jul-32,1932,CANADA,Bay of Fundy,16 km west of Digby Gut,"No injury to occupants, shark bumped boat repeatedly",N,Piers (1933),1932-07-02
1236,1932.06.28,28-Jun-32,1932,USA,New Jersey,"10 miles offshore from Sea Isle City, Cape May County",Knee bitten by boated shark PROVOKED INCIDENT,N,"NY Times, 6/29/1932 ",1932-06-28
1235,1932.06.26,26-Jun-32,1932,USA,New Jersey,"Off Ocean City, Cape May County",Ankle broken when 500-lb boated shark lashed him with its tail PROVOKED INCIDENT,N,"NY Times, 6/29/1932 ",1932-06-26
1234,1932.06.20,20-Jun-32,1932,FIJI,Yasawa Islands,Nabukeru ,FATAL,Y,"V.M. Coppleson (1958), p.259",1932-06-20
1233,1932.05.12,12-May-32,1932,AUSTRALIA,Torres Strait,Near Warrior Reefs,FATAL,Y,"V.M. Coppleson (1958), p242",1932-05-12
1232,1932.05.00,May-32,1932,AUSTRALIA,Torres Strait,Thursday Island,Severe injury to forearm near elbow,N,"J. Green, p.32; V.M. Coppleson (1958), p.242",1932-05-00
1231,1932.04.16.b,16-Apr-32,1932,PHILIPPINES,Manila,Fort Mills,"FATAL, torso bitten",Y,J.F. Corby,1932-04-16
1230,1932.04.16.a,16-Apr-32,1932,PHILIPPINES,Manila,Fort Mills,"FATAL, torso bitten",Y,J. F. Corby,1932-04-16
1229,1932.02.16,16-Feb-32,1932,USA,Hawaii,"1 mile off Mala Wharf, Lahaina, Maui",Two 6-inch lacerations,N,"San Antonio Light (San Antonio, Texas), 2/17/1932; J. Borg, p.71",1932-02-16
1228,1932.02.13,13-Feb-32,1932,AUSTRALIA,Queensland,Calliope River,Foot bitten,N,"Morning Bulletin, 6/5/1932",1932-02-13
1227,1932.02.08,08-Feb-32,1932,PHILIPPINES,Manila,Fort Mills,"FATAL, died next day at 03h00",Y,J.F. Corby,1932-02-08
1226,1932.01.27,27-Jan-32,1932,AUSTRALIA,Queensland,Ipswich,Thigh bitten,N,"Brisbane Courier, 1/28/1932",1932-01-27
1225,1932.01.11,11-Jan-32,1932,AUSTRALIA,Victoria,Frankston,No details,Nc.,G.P. Whitley citing Herald (Melbourne) 1/12/1932 ,1932-01-11
1224,1932.01.06,06-Jan-32,1932,MEXICO,Baja California,Descano Point,Hooked shark capsized rowboat & the 2 men were drowned PROVOKED INCIDENT,Y,"NY Herald Tribune, 1/8/1933 ",1932-01-06
1223,1932.00.00,1932,1932,SOUTH AFRICA,Eastern Cape Province,"Kowie River Mouth, Port Alfred","Right shin, calf and sole of foot lacerated",N,"R. Samuels, K. Reynolds & M. Levine, GSAF ",1932-00-00
1222,1931.11.26,26-Nov-31,1931,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,Left foot acerated,N,"The Argus, 11/28/1931; /V.M. Coppleson.Q10. (1933) ",1931-11-26
1221,1931.09.27,27-Sep-31,1931,JAMAICA,nc.,"East Beach, Kingsston",FATAL,Y,"The Gleaner, 9/29/1931",1931-09-27
1220,1931.09.21.b,21-Sep-31,1931,USA,Florida,"Municipal Beach, West Palm Beach, Palm Beach County",Minor injury,N,"L. Schultz & M. Malin, p.534",1931-09-21
1219,1931.09.21.a,21-Sep-31,1931,USA,Florida,"Municipal Beach, West Palm Beach, Palm Beach County",Right thigh & calf lacerated,N,"E.W. Gudger (1937); V.M. Coppleson (1958), p.252; R. Skocik, pp.174-175",1931-09-21
1218,1931.09.02,02-Sep-31,1931,USA,Hawaii,"Kahala, O'ahu","Swept out to sea by strong currents, his remains found in shark caught off Barbers Point",Y,"G.H. Balazs & A.K.H. Kam; J. Borg, p.71; L. Taylor (1993), pp.96-97",1931-09-02
1217,1931.08.31,31-Aug-31,1931,CUBA,Havana Province,"Vedado Baths, Miramar, Havana",FATAL  (Wire netting installed at local beaches after this incident.),Y,"NYTimes, 9/2/1931",1931-08-31
1216,1931.08.30,30-Aug-31,1931,USA,Hawaii,nc.,"""Mysteriously disappeared"" His body was found in a shark caught at Barber's Point on 01-Sep-1931",Y,"Middlesboro Daily News, 9//2/1931",1931-08-30
1215,1931.08.27,27-Aug-31,1931,USA,New Jersey,"1 mile ESE of Navesink, Monmouth County",No injury to occupants. Shark chasing fish struck boat,N,Press clipping dated 8/28/1931 ,1931-08-27
1214,1931.08.25,25-Aug-31,1931,CUBA,Havana Province,"Miramar subdivision, Havana","FATAL, right leg bitten",Y,"New York Times, 8/27/1931, p.7; V.M. Coppleson (1962), p.246",1931-08-25
1213,1931.08.23,23-Aug-31,1931,CUBA,Havana Province,"Miramar, Havana","FATAL, ""rescuers saw shark trying to drag him under by the leg""",Y,"New York Times, 8/27/1931, p.7; V.M. Coppleson (1958), p.258",1931-08-23
1212,1931.08.18,18-Aug-31,1931,USA,Texas,Off Brownsville,Minor injury,N,"Brownsville Herald, 8/19/1931",1931-08-18
1211,1931.08.06.R,Reported 06-Aug-1931,1931,USA,New Jersey,"Sandy Hook (ocean side), Monmouth County",Survived,N,"New York Times, 8/6/1931",1931-08-06
1210,1931.08.01,01-Aug-31,1931,AUSTRALIA,Queensland,Port Douglas,FATAL,Y,"Townsville Daily Bulletin, 8/4/1931",1931-08-01
1209,1931.07.28.R,Reported 28-Jul-1931,1931,FIJI,Viti Levu Island,Tamavua River,Multiple injuries,N,"Sydney Morning Herald, 8/12/1931",1931-07-28
1208,1931.07.15,15-Jul-31,1931,USA,New Jersey,"Sea Girt, Monmouth County",Nipped on leg,N,"Daily Courier, 7/21/1931",1931-07-15
1207,1931.06.14,14-Jun-31,1931,USA,Hawaii,"Pearl Harbor, O'ahu",Survived,N,"V.M. Coppleson, p.260",1931-06-14
1206,1931.06.13,13-Jun-31,1931,USA,Hawaii,"Pearl Harbor, O'ahu",Tip of finger amputated PROVOKED INCIDENT,N,"G.H. Balazs; J. Borg, p.70; L. Taylor (1993), pp.96-97",1931-06-13
1205,1931.06.04.R,Reported 04-Jun-1931,1931,USA,Florida,"Key West, Monroe County ",Lacerations to fingers,N,"Key West Citizen, 6/4/1931",1931-06-04
